Name;x;y;srid;layer;type;2005-01-01;2005-02-01;2005-03-01;2005-04-01;2005-05-01;2005-06-01;2005-07-01;2005-08-01;2005-09-01;2005-10-01;2005-11-01;2005-12-01;2006-01-01;2006-02-01;2006-03-01;2006-04-01;2006-05-01;2006-06-01;2006-07-01;2006-08-01;2006-09-01;2006-10-01;2006-11-01;2006-12-01;2007-01-01;2007-02-01;2007-03-01;2007-04-01;2007-05-01;2007-06-01;2007-07-01;2007-08-01;2007-09-01;2007-10-01;2007-11-01;2007-12-01
135;591848,000681;2318045,866686;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;583446,063568;2326885,835048;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;588188,828236;2320855,443710;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;586834,972104;2317315,425652;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;588162,239552;2323499,867489;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;584207,270312;2327517,686503;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;579923,790365;2327103,275810;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;587837,685152;2320665,455419;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;584306,775690;2329845,822076;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;586439,685022;2318682,948421;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;582556,230126;2322938,527230;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;580521,819673;2329536,598538;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;583633,876290;2322693,204019;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;585050,197318;2324054,669951;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;582730,223944;2328553,053165;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;586644,903448;2329325,189278;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;584131,956174;2325652,655429;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;581190,077827;2328020,662104;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;586360,266152;2324740,450266;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;584832,695133;2326308,662150;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;587284,506402;2326597,592323;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;580767,274096;2327173,104417;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;583072,051240;2324675,042447;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;590658,650138;2317322,258472;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;588127,702216;2327057,381278;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;584102,819144;2322844,924173;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;589990,188912;2323609,951194;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;587819,273071;2323420,400195;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;586345,904748;2317354,126223;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;582408,650762;2327593,520941;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;591143,167548;2322269,335437;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;582008,831075;2324064,897682;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;581799,100937;2330797,448822;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;584830,493405;2318371,128318;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;583825,276443;2328883,134224;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;584532,241743;2331853,002521;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;581609,284222;2332116,880674;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;591140,973593;2318521,213266;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;585242,511580;2321810,500929;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;584159,087009;2327715,879488;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;585272,419688;2326019,446304;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;583781,804923;2327270,500948;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;583263,498015;2327109,372815;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;591982,245501;2320539,300223;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;584320,546322;2323423,990705;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;586432,213293;2322622,144651;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;586785,776921;2326201,027521;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;585035,128130;2325354,483350;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;582004,824828;2328697,256431;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;588694,712226;2320910,676009;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;580874,215660;2326325,315691;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;583865,290025;2323906,464190;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;588403,737460;2327184,153469;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;588970,984079;2322067,133701;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;582325,098944;2331248,352853;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;587256,941478;2325774,383327;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;588488,807516;2317454,121770;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;581436,528615;2331267,787724;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;586143,354965;2324695,234603;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;584222,186966;2330076,284847;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;586826,039111;2321234,675794;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;584210,845976;2321307,865595;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;582999,311526;2321587,415443;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;584030,194130;2323506,428867;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;587374,615772;2324222,717391;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;588595,657560;2317026,821447;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;586768,264652;2325484,756137;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;588555,084297;2326790,355909;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;589761,926558;2324221,014085;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;582749,780285;2323339,647820;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;585302,621423;2318466,392323;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;589127,929452;2322277,990588;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;581083,828647;2327757,266660;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;593177,235490;2321528,828888;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;586842,670253;2322090,560957;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;582897,646834;2324992,230231;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;584157,484368;2332251,578217;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;585043,356518;2324922,712999;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;584720,029371;2322933,407267;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;593168,170636;2320985,313605;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;580378,681180;2326667,546438;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;585653,562865;2330770,126109;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;581151,195433;2329306,017194;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;586433,473973;2323886,071276;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;583207,510342;2325628,454811;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;586969,325519;2324048,410265;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;583563,861790;2329324,652195;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;582498,549704;2329765,251857;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;588114,942442;2323638,282740;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;588648,048755;2326715,851299;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;585486,238795;2322316,487902;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;587031,212109;2329111,841828;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;585475,689363;2331294,423314;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;586779,247748;2329219,615648;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;588062,145379;2325959,836924;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;585181,444064;2318355,545346;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;584613,960523;2325843,489601;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;581848,965966;2324901,250596;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;586941,377584;2326868,223020;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;587940,019300;2322643,451716;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;581784,370452;2322888,498145;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;580167,849255;2328006,292716;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;583631,188301;2330725,533075;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;584971,510926;2320706,929501;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;593046,875745;2319699,193480;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;582493,248518;2324867,100830;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;581836,883299;2331909,776257;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;584428,668926;2323889,664407;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;582133,319121;2326009,079589;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;581583,038086;2323548,945286;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;592908,084567;2319919,803177;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;583694,574347;2323268,986573;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;581751,269753;2323440,922442;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;582058,277546;2325592,549996;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;587428,815611;2326922,500936;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;589779,136597;2320907,846448;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;584139,220853;2323722,015950;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;582847,983236;2321411,118618;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;584116,546796;2325603,744225;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;581441,339944;2326716,253797;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;590709,359352;2321362,894119;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;582550,512344;2322465,523666;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;582483,077386;2330156,254989;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;585669,522977;2325025,204722;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;583570,004102;2328001,798734;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;582401,412712;2326175,959494;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;583579,677507;2323717,077635;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;588333,962940;2325680,550997;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;586002,716064;2329432,129708;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;580106,166926;2326293,518621;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;584592,802738;2327374,902695;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;583546,021139;2329417,723628;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;583576,263588;2323121,754153;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;586362,188322;2324445,925229;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;592081,008050;2318055,541114;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;586010,371258;2322948,041636;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;586862,671035;2322581,584310;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;588993,303610;2319779,311910;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;581703,437234;2323846,468679;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;580814,460241;2329502,651624;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;588051,672767;2321557,548358;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;584120,997597;2327000,820291;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;581892,841666;2331417,464557;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;586380,681866;2324053,346051;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;582848,073350;2331488,902407;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;583022,234204;2320398,419774;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;589504,518712;2320786,623143;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;585838,272099;2324302,490000;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;589852,671435;2321078,363700;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;590781,627614;2321147,254188;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;582601,622913;2323352,218614;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;583341,490220;2326079,418203;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;580723,969451;2329679,634089;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;582864,306908;2325681,650133;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;585675,010371;2324792,951091;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;585650,147047;2318722,296070;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;584800,220535;2323846,035417;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;584080,431403;2323805,539396;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;586069,716758;2318838,957681;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;585665,764798;2326395,274975;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;581467,346742;2326727,008998;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;582537,853309;2332052,887624;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;580679,299233;2329972,844337;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;586020,437305;2323553,287590;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;581113,640482;2327726,777533;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;585960,683129;2329000,353825;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;589430,033333;2323390,392484;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;584668,066585;2330090,762293;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;589836,919756;2323685,183255;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;589649,686142;2322634,610456;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;582435,696201;2326206,932473;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;587467,591095;2323570,154658;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;589884,701721;2317723,830261;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;584400,444016;2323048,567459;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;584613,549320;2325381,909264;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;590296,700127;2318505,325904;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;581936,894622;2329632,061669;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;581569,429667;2325878,298925;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;587923,439610;2317221,600012;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;588364,142295;2324901,962066;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;589723,001111;2320907,029050;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;586686,438265;2322732,312723;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;585305,810681;2326509,665226;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;584232,850834;2328361,774072;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;581004,305027;2324488,891934;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;588619,972702;2325919,953001;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;584017,624864;2323877,151669;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;586505,419804;2321657,837718;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;588037,168550;2320468,656226;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;592006,717988;2318002,481022;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;583486,571296;2327489,013664;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;582232,739957;2324273,533245;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;581519,055977;2323599,629876;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;587653,986882;2317091,728871;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;588977,483399;2325410,445525;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;589077,994187;2318373,973139;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;590328,782924;2318774,081095;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;582994,822105;2324040,924360;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;584509,227950;2326388,784009;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;585435,210978;2322634,336461;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;589411,526445;2322050,679073;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;580511,558236;2325566,522252;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;588242,970203;2322091,316750;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;584820,281649;2324547,982297;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;593457,456338;2321144,565969;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;583042,286852;2321445,906428;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;593613,379774;2320877,919151;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;588512,058554;2326992,220560;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;587676,377838;2327850,132638;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;591963,250180;2322084,951546;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;585732,841166;2321283,081840;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;586563,136611;2328079,426633;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;586860,207167;2319681,035199;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;581748,395408;2330412,056377;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;583178,020777;2322608,664962;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;586930,196534;2317189,829607;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;587357,802909;2319218,042497;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;590462,117366;2320918,779830;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;587131,162496;2325484,849935;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;582178,270371;2325441,073277;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;588276,495458;2317662,030608;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;582530,387843;2328788,316800;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;591811,932120;2320758,838229;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;581944,087146;2329656,313874;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;586459,072026;2324563,683966;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
